index|company_name|company_address|company_ph|company_primary_domain|company_revenue|operating_income|net_income|net_income_trend|total_assets|retained_earnings|employees_list
87|BABCOCK INTERNATIONAL GROUP PLC|['33 Wigmore Street', 'W1U 1QX', 'United Kingdom']|['+44.20.73555300']|https://www.babcockinternational.com/|['4,449.50']|['(106.30)']|(195.20)|['(195.20)', '199.40', '336.30']|7,530.70|1,510.20|{0: {'first_name': ['Ruth'], 'middle_name': [], 'last_name': ['Cairnie'], 'designation': 'Non-Executive Independent Chairman of the Board'}, 1: {'first_name': ['David'], 'middle_name': [], 'last_name': ['Lockwood'], 'designation': 'Chief Executive Officer, Director'}, 2: {'first_name': ['David'], 'middle_name': [], 'last_name': ['Mellors'], 'designation': 'Chief Financial Officer'}, 3: {'first_name': ['Simon'], 'middle_name': [], 'last_name': ['Bowen'], 'designation': 'Chief Executive - Nuclear'}, 4: {'first_name': ['John'], 'middle_name': [], 'last_name': ['Davies'], 'designation': 'Chief Executive - Land'}, 5: {'first_name': ['Will'], 'middle_name': [], 'last_name': ['Erith'], 'designation': 'Chief Executive Officer of - Marine sector'}, 6: {'first_name': ['Neal'], 'middle_name': [], 'last_name': ['Misell'], 'designation': 'Chief Executive - Aviation'}, 7: {'first_name': ['Jon'], 'middle_name': [], 'last_name': ['Hall'], 'designation': 'Chief Innovation and Technology Officer'}, 8: {'first_name': ['Jack'], 'middle_name': [], 'last_name': ['Borrett'], 'designation': 'Group Company Secretary, General Counsel'}, 9: {'first_name': ['Kevin'], 'middle_name': [], 'last_name': ['Goodman'], 'designation': 'Group Director of Organization and Development'}, 10: {'first_name': ['Kate'], 'middle_name': [], 'last_name': ['Hill'], 'designation': 'Group Director of Communications'}, 11: {'first_name': ['John'], 'middle_name': ['S.'], 'last_name': ['Howie'], 'designation': 'Chief Corporate Affairs Officer'}, 12: {'first_name': ['Victoire'], 'middle_name': ['de'], 'last_name': ['Margerie'], 'designation': 'Non-Executive Independent Director'}, 13: {'first_name': ['Lucy'], 'middle_name': [], 'last_name': ['Dimes'], 'designation': 'Non-Executive Independent Director'}, 14: {'first_name': ['Carl-Peter'], 'middle_name': ['Edmund', 'Moriz'], 'last_name': ['Forster'], 'designation': 'Non-Executive Independent Director'}, 15: {'first_name': ['Russ'], 'middle_name': [], 'last_name': ['Houlden'], 'designation': 'Non-Executive Independent Director'}, 16: {'first_name': ['Myles'], 'middle_name': ['P.'], 'last_name': ['Lee'], 'designation': 'Non-Executive Independent Director'}, 17: {'first_name': ['Andrew'], 'middle_name': [], 'last_name': ['Parker'], 'designation': 'Non-Executive Independent Director'}, 18: {'first_name': ['Kjersti'], 'middle_name': [], 'last_name': ['Wiklund'], 'designation': 'Non-Executive Independent Director'}}
88|SERCO GROUP PLC|['Serco House', 'Bartley Way,16 Bartley Wood Business Prk', 'RG27 9UY', 'United Kingdom']|['+44.1256.745900']|https://www.serco.com/|['3,884.80']|['179.20']|133.80|['133.80', '50.40', '67.40']|2,410.30|383.50|{0: {'first_name': ['John'], 'middle_name': ['F.'], 'last_name': ['Rishton'], 'designation': 'Non-Executive Chairman of the Board'}, 1: {'first_name': ['Rupert'], 'middle_name': ['Christopher'], 'last_name': ['Soames'], 'designation': 'Group Chief Executive Officer, Executive Director'}, 2: {'first_name': ['Nigel'], 'middle_name': [], 'last_name': ['Crossley'], 'designation': 'Chief Financial Officer, Executive Director'}, 3: {'first_name': ['David'], 'middle_name': [], 'last_name': ['Eveleigh'], 'designation': 'Group General Counsel, Company Secretary'}, 4: {'first_name': ['Kirsty'], 'middle_name': [], 'last_name': ['Bashforth'], 'designation': 'Non-Executive Independent Director'}, 5: {'first_name': ['Eric'], 'middle_name': [], 'last_name': ['Born'], 'designation': 'Non-Executive Independent Director'}, 6: {'first_name': ['Ian'], 'middle_name': [], 'last_name': ['El-Mokadem'], 'designation': 'Non-Executive Independent Director'}, 7: {'first_name': ['Tim'], 'middle_name': [], 'last_name': ['Lodge'], 'designation': 'Non-Executive Independent Director'}, 8: {'first_name': ['Lynne'], 'middle_name': ['M.'], 'last_name': ['Peacock'], 'designation': 'Senior Non-Executive Independent Director'}, 9: {'first_name': ['Dame'], 'middle_name': ['Sue'], 'last_name': ['Owen'], 'designation': 'Non-Executive Independent Director'}}
89|CREDIT SUISSE AG|['Paradeplatz 8', '8001', 'Switzerland']|['+41.44.2121616']|https://www.credit-suisse.com/|[]|[]|2,669.00|['2,669.00', '3,419.00', '2,024.00']|805,822.00|32,834.00|{0: {'first_name': ['Antonio'], 'middle_name': [], 'last_name': ['Horta-Osorio'], 'designation': 'Chairman of the Board'}, 1: {'first_name': ['Thomas'], 'middle_name': [], 'last_name': ['Gottstein'], 'designation': 'Group Chief Executive Officer, Member of the Executive Board'}, 2: {'first_name': ['Severin'], 'middle_name': [], 'last_name': ['Schwan'], 'designation': 'Non-Executive Independent Vice Chairman of the Board, Lead Independent Director'}, 3: {'first_name': ['David'], 'middle_name': [], 'last_name': ['Mathers'], 'designation': 'Chief Financial Officer, Member of the Executive Board'}, 4: {'first_name': ['James'], 'middle_name': ['B.'], 'last_name': ['Walker'], 'designation': 'Chief Operating Officer, Member of the Executive Board'}, 5: {'first_name': ['Romeo'], 'middle_name': [], 'last_name': ['Cerutti'], 'designation': 'Member of the Executive Board, General Counsel'}, 6: {'first_name': ['Antoinette'], 'middle_name': [], 'last_name': ['Poschung'], 'designation': 'Global Head of Human Resources, Member of the Executive Board'}, 7: {'first_name': ['Andre'], 'middle_name': [], 'last_name': ['Helfenstein'], 'designation': 'Chief Executive Officer - Swiss Universal Bank, Member of the Executive Board'}, 8: {'first_name': ['Lydie'], 'middle_name': [], 'last_name': ['Hudson'], 'designation': 'Chief Executive Officer - Sustainability, Research & Investment Solutions, Member of the Executive Board'}, 9: {'first_name': ['Helman'], 'middle_name': [], 'last_name': ['Sitohang'], 'designation': 'Chief Executive Officer Asia Pacific, Member of the Executive Board'}, 10: {'first_name': ['Philipp'], 'middle_name': [], 'last_name': ['Wehle'], 'designation': 'Chief Executive Officer International Wealth Management, Member of the Executive Board'}, 11: {'first_name': ['Iris'], 'middle_name': [], 'last_name': ['Bohnet'], 'designation': 'Non-Executive Independent Director'}, 12: {'first_name': ['Christian'], 'middle_name': [], 'last_name': ['Gellerstad'], 'designation': 'Non-Executive Independent Director'}, 13: {'first_name': ['Michael'], 'middle_name': ['Stuart'], 'last_name': ['Klein'], 'designation': 'Non-Executive Independent Director'}, 14: {'first_name': ['Shan'], 'middle_name': [], 'last_name': ['Li'], 'designation': 'Non-Executive Independent Director'}, 15: {'first_name': ['Seraina'], 'middle_name': [], 'last_name': ['Macia'], 'designation': 'Non-Executive Independent Director'}, 16: {'first_name': ['Richard'], 'middle_name': [], 'last_name': ['Meddings'], 'designation': 'Non-Executive Independent Director'}, 17: {'first_name': ['Kaikhushru'], 'middle_name': ['Shiavax'], 'last_name': ['Nargolwala'], 'designation': 'Non-Executive Independent Director'}, 18: {'first_name': ['Ana'], 'middle_name': ['Paula'], 'last_name': ['Pessoa'], 'designation': 'Non-Executive Independent Director'}}
90|ASOS PLC|['Greater London House, Hampstead Road', 'NW1 7FB', 'United Kingdom']|['+44.20.77561000']|https://www.asosplc.com/|['3,263.50']|['151.10']|113.30|['113.30', '24.60', '82.40']|1,989.40|577.00|{0: {'first_name': ['Adam'], 'middle_name': ['Alexander'], 'last_name': ['Crozier'], 'designation': 'Non-Executive Chairman of the Board'}, 1: {'first_name': ['Nick'], 'middle_name': [], 'last_name': ['Beighton'], 'designation': 'Chief Executive Officer, Executive Director'}, 2: {'first_name': ['Mathew'], 'middle_name': [], 'last_name': ['Dunn'], 'designation': 'Chief Financial Officer, Director'}, 3: {'first_name': ['Jo'], 'middle_name': [], 'last_name': ['Butler'], 'designation': 'Chief People Officer'}, 4: {'first_name': ['Anna'], 'middle_name': [], 'last_name': ['Suchopar'], 'designation': 'General Counsel, Company Secretary'}, 5: {'first_name': ['Robert'], 'middle_name': ['M.'], 'last_name': ['Birge'], 'designation': 'Chief Growth Officer'}, 6: {'first_name': ['Jose'], 'middle_name': ['Antonio', 'Ramos'], 'last_name': ['Calamonte'], 'designation': 'Chief Commercial Officer'}, 7: {'first_name': ['Nick'], 'middle_name': [], 'last_name': ['Robertson'], 'designation': 'Founder, Non-Executive Director'}, 8: {'first_name': ['Ian'], 'middle_name': [], 'last_name': ['Dyson'], 'designation': 'Senior Non-Executive Independent Director'}, 9: {'first_name': ['Mai'], 'middle_name': [], 'last_name': ['Fyfield'], 'designation': 'Non-Executive Independent Director'}, 10: {'first_name': ['Karen'], 'middle_name': ['Mary'], 'last_name': ['Geary'], 'designation': 'Non-Executive Independent Director'}, 11: {'first_name': ['Luke'], 'middle_name': ['Giles', 'William'], 'last_name': ['Jensen'], 'designation': 'Non-Executive Independent Director'}, 12: {'first_name': ['Eugenia'], 'middle_name': ['Marie'], 'last_name': ['Ulasewicz'], 'designation': 'Non-Executive Independent Director'}}
91|UBS AG||||||||||
92|JOHNSON MATTHEY PLC|['5th Fl, 25 Farringdon Street', 'EC4A 4AB', 'United Kingdom']|['+44.20.72698400']|https://matthey.com/|['15,673.00']|['323.00']|205.00|['205.00', '255.00', '413.00']|7,744.00|2,345.00|"{0: {'first_name': ['Patrick'], 'middle_name': ['Webster'], 'last_name': ['Thomas'], 'designation': 'Non-Executive Chairman of the Board'}, 1: {'first_name': ['Robert'], 'middle_name': [], 'last_name': ['Macleod'], 'designation': 'Chief Executive, Executive Director'}, 2: {'first_name': ['Karen'], 'middle_name': [], 'last_name': ['Hayzen-Smith'], 'designation': 'Interim Chief Financial Officer, Group Financial Controller'}, 3: {'first_name': ['Stephen'], 'middle_name': [], 'last_name': ['Oxley'], 'designation': 'Chief Financial Officer'}, 4: {'first_name': ['Joan'], 'middle_name': [], 'last_name': ['Braca'], 'designation': 'Sector Chief Executive - Clean Air'}, 5: {'first_name': ['Christian'], 'middle_name': [], 'last_name': ['Gunther'], 'designation': 'Chief Executive - Battery Materials'}, 6: {'first_name': ['Jane'], 'middle_name': [], 'last_name': ['Toogood'], 'designation': 'Sector Chief Executive - Efficient Natural Resources'}, 7: {'first_name': ['Annette'], 'middle_name': [], 'last_name': ['Kelleher'], 'designation': 'Chief Human Resource Officer'}, 8: {'first_name': ['Maurits'], 'middle_name': ['Van'], 'last_name': ['Tol'], 'designation': 'Chief Technology Officer'}, 9: {'first_name': ['Nick'], 'middle_name': [], 'last_name': ['Cooper'], 'designation': 'General Counsel, Company Secretary'}, 10: {'first_name': ['Alan'], 'middle_name': ['Murray'], 'last_name': ['Ferguson'], 'designation': 'Senior Independent Non-Executive Director'}, 11: {'first_name': ['Jane'], 'middle_name': ['Veronica'], 'last_name': ['Griffiths'], 'designation': 'Non-Executive Independent Director'}, 12: {'first_name': ['Xiaozhi'], 'middle_name': [], 'last_name': ['Liu'], 'designation': 'Non-Executive Independent Director'}, 13: {'first_name': ['Christopher'], 'middle_name': ['John'], 'last_name': ['Mottershead'], 'designation': 'Non-Executive Independent Director'}, 14: {'first_name': ['John'], 'middle_name': ['E.'], 'last_name': [""O'Higgins""], 'designation': 'Senior Non-Executive Independent Director'}, 15: {'first_name': ['Douglas'], 'middle_name': ['Russell'], 'last_name': ['Webb'], 'designation': 'Non-Executive Independent Director'}}"
93|KINGFISHER PLC|['3 Sheldon Square', 'W2 6PX', 'United Kingdom']|['+44.20.73728008']|https://www.kingfisher.com/|['12,343.00']|['916.00']|592.00|['592.00', '8.00', '193.00']|12,269.00|3,832.00|{0: {'first_name': ['Andrew'], 'middle_name': [], 'last_name': ['Cosslett'], 'designation': 'Independent Non-Executive Chairman of the Board'}, 1: {'first_name': ['Thierry'], 'middle_name': [], 'last_name': ['Garnier'], 'designation': 'Chief Executive Officer, Executive Director'}, 2: {'first_name': ['Bernard'], 'middle_name': ['L.'], 'last_name': ['Bot'], 'designation': 'Chief Financial Officer, Executive Director'}, 3: {'first_name': ['John'], 'middle_name': [], 'last_name': ['Mewett'], 'designation': 'CEO Screwfix'}, 4: {'first_name': ['Kate'], 'middle_name': [], 'last_name': ['Seljeflot'], 'designation': 'Chief People Officer'}, 5: {'first_name': ['Henri'], 'middle_name': [], 'last_name': ['Solere'], 'designation': 'Chief Offer and Sourcing Officer'}, 6: {'first_name': ['Paul'], 'middle_name': [], 'last_name': ['Moore'], 'designation': 'Group Company Secretary'}, 7: {'first_name': ['Tony'], 'middle_name': [], 'last_name': ['Buffin'], 'designation': 'Non-Executive Director'}, 8: {'first_name': ['Claudia'], 'middle_name': ['I.'], 'last_name': ['Arney'], 'designation': 'Non-Executive Independent Director'}, 9: {'first_name': ['Catherine'], 'middle_name': ['Annick', 'Caroline'], 'last_name': ['Bradley'], 'designation': 'Senior Independent Non-Executive Director'}, 10: {'first_name': ['Jeff'], 'middle_name': [], 'last_name': ['Carr'], 'designation': 'Non-Executive Independent Director'}, 11: {'first_name': ['Sophie'], 'middle_name': ['A.'], 'last_name': ['Gasperment'], 'designation': 'Non-Executive Independent Director'}, 12: {'first_name': ['Rakhi'], 'middle_name': [], 'last_name': ['Goss-Custard'], 'designation': 'Non-Executive Independent Director'}}
94|CENTRICA PLC|['Millstream, Maidenhead Road', 'SL4 5GD', 'United Kingdom']|['+44.1753.494000']|https://www.centrica.com/|['14,949.00']|['(362.00)']|41.00|['41.00', '(1,023.00)', '183.00']|17,119.00|(230.00)|"{0: {'first_name': ['Scott'], 'middle_name': [], 'last_name': ['Wheway'], 'designation': 'Chairman of the Board'}, 1: {'first_name': ['Chris'], 'middle_name': [""O'""], 'last_name': ['Shea'], 'designation': 'Group Chief Executive Officer, Executive Director'}, 2: {'first_name': ['Kate'], 'middle_name': [], 'last_name': ['Ringrose'], 'designation': 'Chief Financial Officer, Executive Director'}, 3: {'first_name': ['Raj'], 'middle_name': [], 'last_name': ['Roy'], 'designation': 'Interim Group General Counsel and Company Secretary'}, 4: {'first_name': ['Carol'], 'middle_name': [], 'last_name': ['Arrowsmith'], 'designation': 'Non-Executive Director'}, 5: {'first_name': ['Stephen'], 'middle_name': ['A.', 'M.'], 'last_name': ['Hester'], 'designation': 'Senior Non-Executive Independent Director'}, 6: {'first_name': ['Pam'], 'middle_name': [], 'last_name': ['Kaur'], 'designation': 'Non-Executive Independent Director'}, 7: {'first_name': ['Heidi'], 'middle_name': [], 'last_name': ['Mottram'], 'designation': 'Non-Executive Independent Director'}, 8: {'first_name': ['Kevin'], 'middle_name': [], 'last_name': [""O'Byrne""], 'designation': 'Non-Executive Independent Director'}}"
95|OCADO GROUP PLC|['1 Trident Place', 'Hatfield Business Park, Mosquito Way', 'AL10 9BW', 'United Kingdom']|['+44.1707.227800']|http://www.ocadogroup.com|['2,331.80']|['8.80']|(126.00)|['(126.00)', '(213.10)', '(44.90)']|4,028.20|502.40|{0: {'first_name': ['Stuart'], 'middle_name': ['Alan'], 'last_name': ['Rose'], 'designation': 'Non-Executive Chairman of the Board'}, 1: {'first_name': ['Timothy'], 'middle_name': [], 'last_name': ['Steiner'], 'designation': 'Chief Executive Officer, Executive Director'}, 2: {'first_name': ['Mark'], 'middle_name': [], 'last_name': ['Richardson'], 'designation': 'Chief Operating Officer, Executive Director'}, 3: {'first_name': ['Neill'], 'middle_name': [], 'last_name': ['Abrams'], 'designation': 'Group General Counsel, Executive Director, Company Secretary'}, 4: {'first_name': ['Luke'], 'middle_name': ['Giles', 'William'], 'last_name': ['Jensen'], 'designation': 'Executive Director, Chief Executive Officer - Ocado Solutions'}, 5: {'first_name': ['Andrew'], 'middle_name': ['John'], 'last_name': ['Harrison'], 'designation': 'Senior Non-Executive Independent Director'}, 6: {'first_name': ['Richard'], 'middle_name': ['N.'], 'last_name': ['Haythornthwaite'], 'designation': 'Independent Non-Executive Director'}, 7: {'first_name': ['Emma'], 'middle_name': [], 'last_name': ['Lloyd'], 'designation': 'Non-Executive Independent Director'}, 8: {'first_name': ['John'], 'middle_name': ['W.'], 'last_name': ['Martin'], 'designation': 'Non-Executive Independent Director'}, 9: {'first_name': ['Jorn'], 'middle_name': [], 'last_name': ['Rausing'], 'designation': 'Non-Executive Independent Director'}, 10: {'first_name': ['Michael'], 'middle_name': [], 'last_name': ['Sherman'], 'designation': 'Independent Non-Executive Director'}, 11: {'first_name': ['Julie'], 'middle_name': [], 'last_name': ['Southern'], 'designation': 'Non-Executive Independent Director'}}
96|COCA-COLA EUROPEAN PARTNERS PLC|['Pemberton House, Bakers Road', 'UB8 1EZ', 'United Kingdom']|['+44.1895.231313']|https://www.cocacolaep.com/|['10,606.00']|['813.00']|498.00|['498.00', '1,090.00', '909.00']|19,237.00|6,365.00|{0: {'first_name': ['Sol'], 'middle_name': [], 'last_name': ['Daurella'], 'designation': 'Chairman of the Board'}, 1: {'first_name': ['Damian'], 'middle_name': ['Paul'], 'last_name': ['Gammell'], 'designation': 'Chief Executive Officer, Executive Director'}, 2: {'first_name': ['Manik'], 'middle_name': ['H.'], 'last_name': ['Jhangiani'], 'designation': 'Chief Financial Officer'}, 3: {'first_name': ['Veronique'], 'middle_name': [], 'last_name': ['Vuillod'], 'designation': 'Chief People and Culture Officer'}, 4: {'first_name': ['Peter'], 'middle_name': [], 'last_name': ['Brickley'], 'designation': 'Chief Information Officer'}, 5: {'first_name': ['Clare'], 'middle_name': [], 'last_name': ['Wardle'], 'designation': 'General Counsel, Company Secretary'}, 6: {'first_name': ['Francisco'], 'middle_name': [], 'last_name': ['Cosano'], 'designation': 'General Manager - Iberian Business Unit'}, 7: {'first_name': ['Leendert'], 'middle_name': ['Den'], 'last_name': ['Hollander'], 'designation': 'General Manager - Northern Europe Business Unit'}, 8: {'first_name': ['Francois'], 'middle_name': [], 'last_name': ['Gay-Bellile'], 'designation': 'General Manager - France Business Unit'}, 9: {'first_name': ['Frank'], 'middle_name': [], 'last_name': ['Molthan'], 'designation': 'General Manager - Germany Business Unit'}, 10: {'first_name': ['Stephen'], 'middle_name': ['Clifford'], 'last_name': ['Moorhouse'], 'designation': 'General Manager - Great Britain Business Unit'}, 11: {'first_name': ['Jose'], 'middle_name': ['Antonio'], 'last_name': ['Echeverria'], 'designation': 'Chief Customer and Supply Chain Officer'}, 12: {'first_name': ['Victor'], 'middle_name': [], 'last_name': ['Rufart'], 'designation': 'Chief Strategy Officer'}, 13: {'first_name': ['Lauren'], 'middle_name': [], 'last_name': ['Sayeski'], 'designation': 'Chief Public Affairs, Communications and Sustainability Officer'}, 14: {'first_name': ['Jose'], 'middle_name': ['Ignacio', 'Comenge'], 'last_name': ['Sanchez-Real'], 'designation': 'Non-Executive Director'}, 15: {'first_name': ['Alvaro'], 'middle_name': ['Gomez-Trenor'], 'last_name': ['Aguilar'], 'designation': 'Non-Executive Director'}, 16: {'first_name': ['Alfonso'], 'middle_name': ['Libano'], 'last_name': ['Daurella'], 'designation': 'Non-Executive Director'}, 17: {'first_name': ['Mario'], 'middle_name': ['Rotllant'], 'last_name': ['Sola'], 'designation': 'Non-Executive Director'}, 18: {'first_name': ['Brian'], 'middle_name': ['J.'], 'last_name': ['Smith'], 'designation': 'Non-Executive Director'}, 19: {'first_name': ['Jan'], 'middle_name': [], 'last_name': ['Bennink'], 'designation': 'Independent Non-Executive Director'}, 20: {'first_name': ['John'], 'middle_name': ['A.'], 'last_name': ['Bryant'], 'designation': 'Independent Non-Executive Director'}, 21: {'first_name': ['Christine'], 'middle_name': [], 'last_name': ['Cross'], 'designation': 'Independent Non-Executive Director'}, 22: {'first_name': ['Nathalie'], 'middle_name': [], 'last_name': ['Gaveau'], 'designation': 'Independent Non-Executive Director'}, 23: {'first_name': ['Thomas'], 'middle_name': ['H.'], 'last_name': ['Johnson'], 'designation': 'Senior Independent Non-Executive Director'}, 24: {'first_name': ['Dagmar'], 'middle_name': ['P.'], 'last_name': ['Kollmann'], 'designation': 'Independent Non-Executive Director'}, 25: {'first_name': ['Mark'], 'middle_name': [], 'last_name': ['Price'], 'designation': 'Independent Non-Executive Director'}, 26: {'first_name': ['Dessi'], 'middle_name': [], 'last_name': ['Temperley'], 'designation': 'Independent Non-Executive Director'}, 27: {'first_name': ['Garry'], 'middle_name': ['Andrew'], 'last_name': ['Watts'], 'designation': 'Independent Non-Executive Director'}}
97|AGGREKO PLC|['120 Bothwell Street', 'G2 7JS', 'United Kingdom']|['+44.141.2255900']|http://www.plc.aggreko.com/|['1,365.00']|['(39.00)']|(111.00)|['(111.00)', '129.00', '125.00']|2,154.00|1,299.00|{0: {'first_name': ['Kenneth'], 'middle_name': ['George'], 'last_name': ['Hanna'], 'designation': 'Independent Non-Executive Chairman of the Board'}, 1: {'first_name': ['Mark'], 'middle_name': ['S.'], 'last_name': ['Clare'], 'designation': 'Non-executive Director - Chair Designate'}, 2: {'first_name': ['Chris'], 'middle_name': [], 'last_name': ['Weston'], 'designation': 'Chief Executive Officer, Executive Director'}, 3: {'first_name': ['Heath'], 'middle_name': ['Stewart'], 'last_name': ['Drewett'], 'designation': 'Chief Financial Officer, Executive Director'}, 4: {'first_name': ['Stephen'], 'middle_name': [], 'last_name': ['Beynon'], 'designation': 'President - Power Solutions'}, 5: {'first_name': ['Bruce'], 'middle_name': [], 'last_name': ['Pool'], 'designation': 'President - Rental Solutions'}, 6: {'first_name': ['Grant'], 'middle_name': [], 'last_name': ['Nairn'], 'designation': 'Chief Information Officer'}, 7: {'first_name': ['Dan'], 'middle_name': [], 'last_name': ['Ibbetson'], 'designation': 'Managing Director - Global Products & Technology'}, 8: {'first_name': ['Simon'], 'middle_name': [], 'last_name': ['Thomson'], 'designation': 'Group Legal Director, Company Secretary'}, 9: {'first_name': ['Barbara'], 'middle_name': ['S.'], 'last_name': ['Jeremiah'], 'designation': 'Independent Non-Executive Director'}, 10: {'first_name': ['Uwe'], 'middle_name': [], 'last_name': ['Krueger'], 'designation': 'Senior Non-Executive Independent Director'}, 11: {'first_name': ['Sarah'], 'middle_name': [], 'last_name': ['Kuijlaars'], 'designation': 'Non-Executive Independent Director'}, 12: {'first_name': ['Ian'], 'middle_name': ['D.'], 'last_name': ['Marchant'], 'designation': 'Independent Non-Executive Director'}, 13: {'first_name': ['Dame'], 'middle_name': ['Nicola'], 'last_name': ['Brewer'], 'designation': 'Independent Non-Executive Director'}, 14: {'first_name': ['Miles'], 'middle_name': ['W.'], 'last_name': ['Roberts'], 'designation': 'Independent Non-Executive Director'}}
98|NATIONAL GRID GAS PLC||||||||||
